queue_rank,content_id,client_id,priority_score,reason_codes,is_declining_label,content_type,main_intent
16688,content_bb596efa9aac,client_19581e27de,0.4895003805988552,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16689,content_28479e269858,client_4e07408562,0.4894570855587318,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16690,content_1853d29f81e0,client_6208ef0f77,0.4894371306163942,weak position: average position past the site's typical page,1,keyword article,transactional
16691,content_f258849b08ca,client_4e07408562,0.48943517156529925,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16692,content_0969af623440,client_4e07408562,0.4894298866538994,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16693,content_a31547964d3a,client_19581e27de,0.4893981258109627,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
16694,content_c24a29cb4c2a,client_6208ef0f77,0.48939176305473436,weak position: average position past the site's typical page,1,keyword article,informational
16695,content_9b154ec7af5a,client_19581e27de,0.4893795876306999,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16696,content_80223920500c,client_2c624232cd,0.48934913937378366,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,commercial
16697,content_b855d7e44f8e,client_8527a891e2,0.48934618503377914,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
16698,content_831cc0a27ac2,client_4e07408562,0.48934404557748706,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16699,content_7448304bec7f,client_8b940be7fb,0.4893127786180127,inconsistent visibility: below-median days with impressions in the last 90d,0,keyword article,informational
16700,content_cdb5fc15439c,client_6208ef0f77,0.48924264397552536,weak position: average position past the site's typical page,1,keyword article,informational
16701,content_bb71bc541e31,client_19581e27de,0.4892308482359356,low real-user traffic: below-median users_90d,0,keyword article,commercial
16702,content_847a841969a2,client_19581e27de,0.48921744618837226,low real-user traffic: below-median users_90d,0,keyword article,transactional
16703,content_3c219421866d,client_6208ef0f77,0.4892135782591491,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
16704,content_471a545c1a4b,client_3fdba35f04,0.48920817680161766,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,transactional
16705,content_ae8502b547de,client_4e07408562,0.48920641199279474,weak position: average position past the site's typical page,1,keyword article,transactional
16706,content_b7ad4f302023,client_19581e27de,0.48912022127107563,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
16707,content_1c3c580cf33a,client_9400f1b21c,0.48910437683284097,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16708,content_d9b26e252f36,client_f369cb89fc,0.489076789400068,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16709,content_3af703c71f88,client_bbb965ab0c,0.48907571111519665,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16710,content_eedb339e78fb,client_4e07408562,0.48906820486796587,weak position: average position past the site's typical page,1,keyword article,informational
16711,content_4aeb7ad6d5d3,client_4e07408562,0.4890670589604187,weak position: average position past the site's typical page,0,keyword article,informational
16712,content_ee6b25664a03,client_8527a891e2,0.48905064743456067,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
16713,content_c4e930ae56b0,client_6208ef0f77,0.4890475455571029,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
16714,content_27a2fd237adb,client_8527a891e2,0.4890378093646375,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16715,content_3f29e7dc1465,client_3fdba35f04,0.4890320181736275,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,transactional
16716,content_f217aea7b3d6,client_a88a7902cb,0.4889823571511556,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16717,content_d3aabf9f159c,client_6208ef0f77,0.4889417132434766,weak position: average position past the site's typical page,0,keyword article,commercial
16718,content_6b4b60b66190,client_19581e27de,0.48891415639943653,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16719,content_b9dbe33df3ad,client_d029fa3a95,0.4889039805192541,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
16720,content_4fab2c257b4d,client_d029fa3a95,0.4888969498531418,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,comparison article,informational
16721,content_82837d50572c,client_4e07408562,0.4888899931752048,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,transactional
16722,content_929e148374a8,client_349c41201b,0.4888667095227346,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16723,content_d013d78561ba,client_19581e27de,0.48885906803015616,inconsistent visibility: below-median days with impressions in the last 90d,0,keyword article,informational
16724,content_94d5e9cbd5d0,client_4e07408562,0.4888349844204193,weak position: average position past the site's typical page,1,keyword article,transactional
16725,content_515bb44a0009,client_4e07408562,0.48876557405526716,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
16726,content_52f939033692,client_624b60c58c,0.4887609953787136,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,feedly article,
16727,content_ddfbb078898e,client_19581e27de,0.48875564693588336,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16728,content_f2aa26b16a4a,client_19581e27de,0.4887239448013399,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,transactional
16729,content_1a46f575e474,client_8527a891e2,0.4887173869201471,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,commercial
16730,content_31aee330eb1c,client_bbb965ab0c,0.48869847544647377,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16731,content_c7c59d9b1e77,client_a88a7902cb,0.488688191838486,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
16732,content_cd6fdaf35403,client_4e07408562,0.4886640301615153,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16733,content_817d23eb3fa6,client_6208ef0f77,0.4886624046590435,weak position: average position past the site's typical page,1,keyword article,informational
16734,content_f6a829f0f33d,client_6208ef0f77,0.4886567133645636,weak position: average position past the site's typical page,1,keyword article,informational
16735,content_6df49c1dc9ea,client_19581e27de,0.48862649603748626,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16736,content_dbb4dd20653e,client_f369cb89fc,0.48861984545335396,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16737,content_3e7893eabb81,client_e629fa6598,0.48861675502571167,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,transactional
16738,content_d4de02e3ac64,client_19581e27de,0.48860124431603136,weak position: average position past the site's typical page,0,keyword article,transactional
16739,content_2b12869733c9,client_f369cb89fc,0.4885973033324419,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16740,content_91f2dae7f008,client_6208ef0f77,0.48859631756428706,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16741,content_0428be322049,client_d029fa3a95,0.4885808981253443,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,comparison article,informational
16742,content_d64aecf4ecf7,client_19581e27de,0.4885491062929839,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
16743,content_0e0d2cf4dd26,client_3fdba35f04,0.4885446321590715,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
16744,content_56247ba27607,client_624b60c58c,0.48853441735092956,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,feedly article,
16745,content_e31bcb95fda5,client_8527a891e2,0.4885216898046833,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16746,content_f5b33c763668,client_6208ef0f77,0.4884607581751787,weak position: average position past the site's typical page,0,keyword article,informational
16747,content_dd5c1e2d9395,client_19581e27de,0.48845233301704377,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16748,content_e6b69b74d3dc,client_f369cb89fc,0.4883665548299085,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,transactional
16749,content_d9f0773a5c22,client_4e07408562,0.4883460085502977,low real-user traffic: below-median users_90d,1,keyword article,informational
16750,content_5854b5516881,client_6208ef0f77,0.4883150483708314,weak position: average position past the site's typical page,1,keyword article,transactional
16751,content_b753b325d76d,client_d029fa3a95,0.48831096508924116,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,comparison article,informational
16752,content_cdaf9005c60c,client_8722616204,0.4883062413007671,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,transactional
16753,content_7954b7f440ce,client_4e07408562,0.4883010552492604,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,commercial
16754,content_a8d3715106dc,client_6208ef0f77,0.48829540847175795,weak position: average position past the site's typical page,0,keyword article,informational
16755,content_5d090b3ce594,client_f74efabef1,0.4882810694275497,inconsistent visibility: below-median days with impressions in the last 90d,0,keyword article,informational
16756,content_61bc82e3da9b,client_6208ef0f77,0.48826350063255847,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
16757,content_95a38aedf0d7,client_19581e27de,0.4882553268096276,"elevated by several moderate signals together, no single dominant flag",0,keyword article,transactional
16758,content_cbf1341ed76b,client_6208ef0f77,0.488247399933337,weak position: average position past the site's typical page,0,keyword article,informational
16759,content_e7d48456ff77,client_f369cb89fc,0.4882459233359355,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16760,content_79ac326ea7a6,client_3fdba35f04,0.48823866243566605,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,transactional
16761,content_17ae818ed372,client_6208ef0f77,0.48823467135905874,weak position: average position past the site's typical page,0,keyword article,commercial
16762,content_0cd5d291dc0c,client_8722616204,0.48823317774556046,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
16763,content_1de3e546b4e7,client_a88a7902cb,0.4882158960394267,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
16764,content_2f0f83e1e13c,client_19581e27de,0.4882109307220058,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
16765,content_901d5db6d2bd,client_2c624232cd,0.4881526457331916,weak position: average position past the site's typical page,1,keyword article,commercial
16766,content_ee36185a4611,client_f369cb89fc,0.48814810748078274,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16767,content_5825f1c45ece,client_4e07408562,0.4881414217208021,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
16768,content_32948fbafc29,client_4e07408562,0.488134149884349,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16769,content_5dbe735918d9,client_3fdba35f04,0.48813344317244933,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,transactional
16770,content_015999a39e9f,client_6208ef0f77,0.4881315639722389,weak position: average position past the site's typical page,1,keyword article,informational
16771,content_547a2f6dee80,client_8527a891e2,0.48810193974202565,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16772,content_08fd124a6e6f,client_8527a891e2,0.4880704335708632,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16773,content_5cfe8ee91c65,client_349c41201b,0.48805080085634783,weak position: average position past the site's typical page,1,keyword article,informational
16774,content_7d1604a9ed01,client_349c41201b,0.48801199723116107,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
16775,content_035b17df40a9,client_8527a891e2,0.48800496871264065,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
16776,content_8e1ae7310cd3,client_19581e27de,0.4879958602851006,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16777,content_f21600d6c857,client_6208ef0f77,0.4879759890036167,weak position: average position past the site's typical page,0,keyword article,informational
16778,content_bb1e1c86169b,client_d029fa3a95,0.4879712331740649,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,comparison article,informational
16779,content_4679b1f74241,client_19581e27de,0.4879648730048419,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16780,content_f43fae3a3d69,client_19581e27de,0.4879634384099154,low real-user traffic: below-median users_90d,0,keyword article,informational
16781,content_0ac60cdc4bdf,client_19581e27de,0.4879472424768667,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
16782,content_8810f057405d,client_7f2253d7e2,0.48794624271724896,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16783,content_aa1b92cfb048,client_19581e27de,0.48792416208034095,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
16784,content_667067c26455,client_6208ef0f77,0.4878774431167925,weak position: average position past the site's typical page,0,keyword article,informational
16785,content_fb1443847c2e,client_f369cb89fc,0.4878486301300895,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16786,content_db02dd713071,client_3fdba35f04,0.4878445067614184,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16787,content_2fbc652e1c74,client_3fdba35f04,0.48782834090705884,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
16788,content_c0386a9b3855,client_19581e27de,0.4878097297440225,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
16789,content_ba327fc280e4,client_f369cb89fc,0.48780204442716757,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,transactional
16790,content_c0b9a0f11505,client_e29c9c180c,0.4877944670747335,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,commercial
16791,content_69d02cbe3eea,client_19581e27de,0.4877909034189815,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16792,content_5c8556c69135,client_e629fa6598,0.48775497388613676,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,commercial
16793,content_8dd41bf42e80,client_6208ef0f77,0.48774413338912037,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
16794,content_676240affafe,client_4e07408562,0.4877272922772279,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16795,content_e2f8805278c6,client_19581e27de,0.48771260828271895,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16796,content_c1fffa18961c,client_8527a891e2,0.4876911076414299,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16797,content_c4181438d611,client_7f2253d7e2,0.48768729894867796,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,informational
16798,content_9004bfca4632,client_19581e27de,0.4876549673513502,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16799,content_45feca47c2d5,client_19581e27de,0.48763732080365585,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16800,content_2f99e0fa3453,client_4e07408562,0.48759363609942163,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16801,content_59c9cb0113aa,client_d029fa3a95,0.48757525999902995,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16802,content_667b3e6b61cc,client_8722616204,0.48754041324367897,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
16803,content_1e9bca8d5b0a,client_f369cb89fc,0.4874949234054583,inconsistent visibility: below-median days with impressions in the last 90d,0,keyword article,transactional
16804,content_105301075b9a,client_4e07408562,0.4874641718971481,weak position: average position past the site's typical page,0,keyword article,informational
16805,content_63f51f684f8c,client_19581e27de,0.48745824497462137,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
16806,content_d19a64d89b4e,client_d029fa3a95,0.48738980678874516,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16807,content_eef558d495f5,client_19581e27de,0.4873707567029342,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16808,content_85bfdd825fab,client_19581e27de,0.4873078950878134,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,0,keyword article,commercial
16809,content_189d6115f84e,client_3fdba35f04,0.4872739707162138,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16810,content_bd829a02dabf,client_6208ef0f77,0.48726228134077915,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16811,content_ac79a422ed69,client_349c41201b,0.48726130063833023,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
16812,content_8d53694e681c,client_6208ef0f77,0.4872572741931924,weak position: average position past the site's typical page,0,keyword article,informational
16813,content_aa9748f0ee58,client_19581e27de,0.4872440428266227,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,0,keyword article,transactional
16814,content_0718b5188109,client_4e07408562,0.4872313739999737,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,informational
16815,content_e6a4e9be058a,client_f74efabef1,0.48723032640725444,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16816,content_37fb2e4a22a7,client_19581e27de,0.48722631047034637,weak position: average position past the site's typical page,0,keyword article,transactional
16817,content_2c7429d0ac41,client_19581e27de,0.4871937988410783,low real-user traffic: below-median users_90d,1,keyword article,informational
16818,content_80710f80bafb,client_19581e27de,0.48719309895152174,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16819,content_aa494a42aff2,client_b4944c6ff0,0.4871916159346352,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,transactional
16820,content_78434abcbc10,client_4e07408562,0.4871906464896632,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,transactional
16821,content_895f8188c254,client_4ec9599fc2,0.48717836781561924,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16822,content_1423cc413c6a,client_4e07408562,0.48716041610294614,weak position: average position past the site's typical page,1,keyword article,transactional
16823,content_3360183fec42,client_8527a891e2,0.48714984513225046,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16824,content_e801659ee4a6,client_19581e27de,0.48714973769052444,weak position: average position past the site's typical page,1,keyword article,transactional
16825,content_8122c8ce5efc,client_19581e27de,0.48714363184188864,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16826,content_9bfa20e2423d,client_8722616204,0.48710957937368526,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
16827,content_27b835ea8b1c,client_d029fa3a95,0.48710623859676266,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,comparison article,informational
16828,content_63f6e0657ea9,client_f74efabef1,0.48709229090799616,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,commercial
16829,content_190cbb83cea5,client_98a3ab7c34,0.48709212640872707,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,commercial
16830,content_496f4747e1ce,client_19581e27de,0.48708496906167387,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16831,content_6c6b4e4a7ceb,client_19581e27de,0.4870607873589124,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,transactional
16832,content_b573ebf82028,client_4e07408562,0.4870573129103474,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
16833,content_9154bca5c190,client_8527a891e2,0.48705468610811015,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16834,content_abfce12ffe2b,client_a88a7902cb,0.487040126133348,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16835,content_eda7ca2e850c,client_4e07408562,0.48703963290462854,low real-user traffic: below-median users_90d,0,keyword article,informational
16836,content_270651be075a,client_2c624232cd,0.48701584512230245,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16837,content_a869de96aa65,client_f369cb89fc,0.48701337384199345,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,transactional
16838,content_6129f7bffa72,client_19581e27de,0.48701286976120056,weak position: average position past the site's typical page,1,keyword article,informational
16839,content_3dad8d32a4bc,client_624b60c58c,0.48700297609815646,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
16840,content_71a4271f67f9,client_19581e27de,0.48699350797269664,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16841,content_65ee5d8a33e6,client_8527a891e2,0.4869927911932848,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,commercial
16842,content_cd00e540f6ea,client_f74efabef1,0.48697508178192467,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16843,content_4f5daab69a2f,client_6208ef0f77,0.48696615829115714,weak position: average position past the site's typical page,1,keyword article,informational
16844,content_b7a4e4bc115e,client_624b60c58c,0.48692764756224555,"elevated by several moderate signals together, no single dominant flag",0,keyword article,transactional
16845,content_e0e81db6ce5d,client_a88a7902cb,0.4869261894967441,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16846,content_02d51981f28c,client_a88a7902cb,0.48691652778989525,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,commercial
16847,content_da3f2c1bef3f,client_8527a891e2,0.4869027790233296,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16848,content_574f08786f19,client_f369cb89fc,0.4868959939185263,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16849,content_4ddb2b999133,client_3fdba35f04,0.48688780415122335,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,0,keyword article,commercial
16850,content_d0f7c342f563,client_f369cb89fc,0.48686460130077874,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,1,keyword article,informational
16851,content_13aae429e570,client_4ec9599fc2,0.48686033543951746,weak position: average position past the site's typical page,0,keyword article,informational
16852,content_0c098b67630f,client_19581e27de,0.4868568123345405,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
16853,content_dea1aea72113,client_19581e27de,0.4868477527013173,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16854,content_8bf427e49725,client_f74efabef1,0.4868475290635848,inconsistent visibility: below-median days with impressions in the last 90d,0,keyword article,informational
16855,content_09e76bfc75d9,client_19581e27de,0.48684600753999174,"elevated by several moderate signals together, no single dominant flag",1,keyword article,informational
16856,content_0f2161181b9f,client_d029fa3a95,0.48684256273591275,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,comparison article,informational
16857,content_8228b5a9e793,client_a88a7902cb,0.48683243997066844,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16858,content_d0502d8a3b2e,client_19581e27de,0.48682701002884565,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16859,content_b707d8ef5fd3,client_4e07408562,0.4867929585317438,weak position: average position past the site's typical page,0,keyword article,transactional
16860,content_66e287a90d64,client_19581e27de,0.4867718345788375,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
16861,content_148adb1c7ee5,client_19581e27de,0.48674468449535796,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16862,content_c2050775d9a6,client_a88a7902cb,0.4866979459293278,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,commercial
16863,content_00b1fc4e9026,client_19581e27de,0.4866783033777603,"elevated by several moderate signals together, no single dominant flag",1,keyword article,transactional
16864,content_ba87440a1f3c,client_a88a7902cb,0.4866760685531754,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16865,content_6501dc199c51,client_4e07408562,0.4866736994662711,weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,transactional
16866,content_ff394ed70bc3,client_19581e27de,0.48665945246552844,"elevated by several moderate signals together, no single dominant flag",1,keyword article,commercial
16867,content_49f71b7a8f19,client_f369cb89fc,0.48664059196997544,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16868,content_bfc68fc41cbf,client_4ec9599fc2,0.4866346533648837,weak position: average position past the site's typical page,0,keyword article,commercial
16869,content_4686424b8f1a,client_19581e27de,0.48662631771368975,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16870,content_00051024c2a3,client_8722616204,0.4866070147543215,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16871,content_582239fce4cd,client_3fdba35f04,0.4865915150781686,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page,1,keyword article,informational
16872,content_27c16118877d,client_19581e27de,0.4865717035465525,"elevated by several moderate signals together, no single dominant flag",0,keyword article,commercial
16873,content_12e3dbb55fb7,client_4e07408562,0.48651850308720823,"elevated by several moderate signals together, no single dominant flag",0,keyword article,transactional
16874,content_53a79adb64de,client_434c9b5ae5,0.486512214082326,inconsistent visibility: below-median days with impressions in the last 90d,1,keyword article,informational
16875,content_b25d6a51fdda,client_f369cb89fc,0.4863652886046741,inconsistent visibility: below-median days with impressions in the last 90d; low real-user traffic: below-median users_90d,0,keyword article,informational
16876,content_f2e20dd8d68b,client_d029fa3a95,0.48636280495276063,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,informational
16877,content_4a05d299cf1b,client_4e07408562,0.48630949505915533,"elevated by several moderate signals together, no single dominant flag",0,keyword article,informational
16878,content_4725698b362d,client_19581e27de,0.4863070531067737,inconsistent visibility: below-median days with impressions in the last 90d; weak position: average position past the site's typical page; low real-user traffic: below-median users_90d,1,keyword article,commercial
